"resultId","raceId","driverId","constructorId","grid","positionOrder","laps","milliseconds","fastestLap","fastestLapTime","fastestLapSpeed","statusId","raceTime","year","circuitId","date","time","fp1_date","fp1_time","fp2_date","fp2_time","fp3_date","fp3_time","quali_date","quali_time","sprint_date","sprint_time","Race_name","driverRef","nationality.x","dob_driver","age_at_race","driverStandingsId","points","position","positionText","wins","num_stops","status","name","Driver.of.The.Day","Team","driverId_driverofday","dob","nationality.y","driver.of.day.ind"
23694,984,842,5,14,13,52,"\N","45","1:34.533","221.141",11,"\N",2017,22,2017-10-08,"05:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Japanese Grand Prix","gasly","French",1996-02-07,32,68508,0,22,"22",0,2,"+1 Lap","Toro Rosso","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
23695,984,838,1,9,14,52,"\N","49","1:33.724","223.050",11,"\N",2017,22,2017-10-08,"05:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Japanese Grand Prix","vandoorne","Belgian",1992-03-26,27,68497,13,15,"15",0,2,"+1 Lap","McLaren","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
23696,984,836,15,17,15,51,"\N","27","1:36.430","216.791",12,"\N",2017,22,2017-10-08,"05:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Japanese Grand Prix","wehrlein","German",1994-10-18,20,68505,5,18,"18",0,3,"+2 Laps","Sauber","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
23697,984,840,3,15,16,45,"\N","37","1:34.548","221.106",36,"\N",2017,22,2017-10-08,"05:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Japanese Grand Prix","stroll","Canadian",1998-10-29,23,68500,32,12,"12",0,2,"Wheel","Williams","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
23698,984,807,4,11,17,40,"\N","28","1:35.883","218.028",33,"\N",2017,22,2017-10-08,"05:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Japanese Grand Prix","hulkenberg","German",1987-08-19,17,68495,34,10,"10",0,1,"Front wing","Renault","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
23699,984,828,15,16,18,7,"\N","7","1:38.596","212.028",3,"\N",2017,22,2017-10-08,"05:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Japanese Grand Prix","ericsson","Swedish",1990-09-02,28,68502,0,20,"20",0,NA,"Accident","Sauber","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
23700,984,20,6,2,19,4,"\N","2","2:06.457","165.314",105,"\N",2017,22,2017-10-08,"05:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Japanese Grand Prix","vettel","German",1987-07-03,27,68485,247,2,"2",4,NA,"Spark plugs","Ferrari","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
23701,984,832,5,19,20,0,"\N","\N","\N","\N",3,"\N",2017,22,2017-10-08,"05:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Japanese Grand Prix","sainz","Spanish",1994-09-01,36,68492,48,9,"9",0,NA,"Accident","Toro Rosso","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
23702,985,1,131,1,1,56,"5630991","48","1:38.776","200.927",1,"1:33:50.991",2017,69,2017-10-22,"19:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","United States Grand Prix","hamilton","British",1985-01-07,20,68510,331,1,"1",9,1,"Finished","Mercedes","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
23703,985,20,6,2,2,56,"5641134","51","1:37.766","203.003",1,"+10.143",2017,69,2017-10-22,"19:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","United States Grand Prix","vettel","German",1987-07-03,17,68509,265,2,"2",4,2,"Finished","Ferrari","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
23704,985,8,6,5,3,56,"5646770","42","1:38.809","200.860",1,"+15.779",2017,69,2017-10-22,"19:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","United States Grand Prix","raikkonen","Finnish",1979-10-17,20,68512,163,5,"5",0,1,"Finished","Ferrari","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
23705,985,830,9,16,4,56,"5647759","39","1:38.060","202.394",1,"+16.768",2017,69,2017-10-22,"19:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","United States Grand Prix","max_verstappen","Dutch",1997-09-30,20,68513,123,6,"6",1,2,"Finished","Red Bull","max_verstappen","Red Bull",830,1997-09-30,"Dutch",1
23706,985,822,131,3,5,56,"5665958","54","1:37.767","203.001",1,"+34.967",2017,69,2017-10-22,"19:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","United States Grand Prix","bottas","Finnish",1989-08-28,30,68511,244,3,"3",2,2,"Finished","Mercedes","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
23707,985,839,10,6,6,56,"5721971","53","1:40.499","197.482",1,"+1:30.980",2017,69,2017-10-22,"19:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","United States Grand Prix","ocon","French",1996-09-17,30,68518,73,8,"8",0,1,"Finished","Force India","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
23708,985,832,4,7,7,56,"5723935","43","1:40.462","197.555",1,"+1:32.944",2017,69,2017-10-22,"19:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","United States Grand Prix","sainz","Spanish",1994-09-01,32,68516,54,9,"9",0,1,"Finished","Renault","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
23709,985,815,10,9,8,55,"\N","14","1:40.851","196.793",11,"\N",2017,69,2017-10-22,"19:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","United States Grand Prix","perez","Mexican",1990-01-26,27,68515,86,7,"7",0,1,"+1 Lap","Force India","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
23710,985,13,3,10,9,55,"\N","36","1:40.131","198.208",11,"\N",2017,69,2017-10-22,"19:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","United States Grand Prix","massa","Brazilian",1981-04-25,17,68514,36,10,"10",0,1,"+1 Lap","Williams","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
23711,985,826,5,11,10,55,"\N","19","1:40.971","196.559",11,"\N",2017,69,2017-10-22,"19:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","United States Grand Prix","kvyat","Russian",1994-04-26,27,68517,5,19,"19",0,1,"+1 Lap","Toro Rosso","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
23712,985,840,3,15,11,55,"\N","38","1:39.666","199.133",11,"\N",2017,69,2017-10-22,"19:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","United States Grand Prix","stroll","Canadian",1998-10-29,20,68524,32,12,"12",0,2,"+1 Lap","Williams","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
23713,985,838,1,20,12,55,"\N","27","1:40.349","197.777",11,"\N",2017,69,2017-10-22,"19:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","United States Grand Prix","vandoorne","Belgian",1992-03-26,19,68521,13,15,"15",0,1,"+1 Lap","McLaren","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
23714,985,843,5,19,13,55,"\N","47","1:39.979","198.509",11,"\N",2017,69,2017-10-22,"19:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","United States Grand Prix","brendon_hartley","New Zealander",1989-11-10,31,68533,0,23,"23",0,2,"+1 Lap","Toro Rosso","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
23715,985,154,210,12,14,55,"\N","36","1:41.259","196.000",11,"\N",2017,69,2017-10-22,"19:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","United States Grand Prix","grosjean","French",1986-04-17,30,68528,28,13,"13",0,1,"+1 Lap","Haas","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
23716,985,828,15,13,15,55,"\N","42","1:41.041","196.423",11,"\N",2017,69,2017-10-22,"19:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","United States Grand Prix","ericsson","Swedish",1990-09-02,38,68526,0,20,"20",0,1,"+1 Lap","Sauber","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
23717,985,825,210,17,16,55,"\N","51","1:37.893","202.739",11,"\N",2017,69,2017-10-22,"19:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","United States Grand Prix","kevin_magnussen","Danish",1992-10-05,27,68523,15,14,"14",0,2,"+1 Lap","Haas","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
23718,985,4,1,8,17,24,"\N","21","1:41.537","195.463",5,"\N",2017,69,2017-10-22,"19:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","United States Grand Prix","alonso","Spanish",1981-07-29,30,68522,10,16,"16",0,1,"Engine","McLaren","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
23719,985,817,9,4,18,14,"\N","14","1:40.102","198.265",5,"\N",2017,69,2017-10-22,"19:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","United States Grand Prix","ricciardo","Australian",1989-07-01,20,68525,192,4,"4",1,1,"Engine","Red Bull","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
23720,985,836,15,14,19,5,"\N","2","1:47.073","185.357",4,"\N",2017,69,2017-10-22,"19:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","United States Grand Prix","wehrlein","German",1994-10-18,28,68529,5,18,"18",0,1,"Collision","Sauber","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
23721,985,807,4,18,20,3,"\N","2","1:44.270","190.340",5,"\N",2017,69,2017-10-22,"19:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","United States Grand Prix","hulkenberg","German",1987-08-19,21,68519,34,11,"11",0,NA,"Engine","Renault","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
23722,986,830,9,2,1,71,"5786552","65","1:18.892","196.400",1,"1:36:26.552",2017,32,2017-10-29,"19:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Mexican Grand Prix","max_verstappen","Dutch",1997-09-30,21,68538,148,6,"6",2,1,"Finished","Red Bull","vettel","Ferrari",20,1987-07-03,"German",0
23723,986,822,131,4,2,71,"5806230","70","1:19.374","195.207",1,"+19.678",2017,32,2017-10-29,"19:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Mexican Grand Prix","bottas","Finnish",1989-08-28,30,68536,262,3,"3",2,1,"Finished","Mercedes","vettel","Ferrari",20,1987-07-03,"German",0
23724,986,8,6,5,3,71,"5840559","59","1:20.054","193.549",1,"+54.007",2017,32,2017-10-29,"19:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Mexican Grand Prix","raikkonen","Finnish",1979-10-17,20,68537,178,5,"5",0,1,"Finished","Ferrari","vettel","Ferrari",20,1987-07-03,"German",0
23725,986,20,6,1,4,71,"5856630","68","1:18.785","196.666",1,"+1:10.078",2017,32,2017-10-29,"19:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Mexican Grand Prix","vettel","German",1987-07-03,32,68534,277,2,"2",4,2,"Finished","Ferrari","vettel","Ferrari",20,1987-07-03,"German",1
23726,986,839,10,6,5,70,"\N","67","1:20.946","191.416",11,"\N",2017,32,2017-10-29,"19:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Mexican Grand Prix","ocon","French",1996-09-17,20,68543,83,8,"8",0,1,"+1 Lap","Force India","vettel","Ferrari",20,1987-07-03,"German",0
23727,986,840,3,11,6,70,"\N","53","1:21.062","191.142",11,"\N",2017,32,2017-10-29,"19:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Mexican Grand Prix","stroll","Canadian",1998-10-29,27,68549,40,10,"10",0,1,"+1 Lap","Williams","vettel","Ferrari",20,1987-07-03,"German",0
23728,986,815,10,9,7,70,"\N","54","1:19.929","193.852",11,"\N",2017,32,2017-10-29,"19:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Mexican Grand Prix","perez","Mexican",1990-01-26,21,68540,92,7,"7",0,2,"+1 Lap","Force India","vettel","Ferrari",20,1987-07-03,"German",0
23729,986,825,210,14,8,70,"\N","68","1:21.214","190.784",11,"\N",2017,32,2017-10-29,"19:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Mexican Grand Prix","kevin_magnussen","Danish",1992-10-05,30,68548,19,14,"14",0,1,"+1 Lap","Haas","vettel","Ferrari",20,1987-07-03,"German",0
23730,986,1,131,3,9,70,"\N","69","1:19.945","193.813",11,"\N",2017,32,2017-10-29,"19:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Mexican Grand Prix","hamilton","British",1985-01-07,20,68535,333,1,"1",9,2,"+1 Lap","Mercedes","vettel","Ferrari",20,1987-07-03,"German",0
23731,986,4,1,18,10,70,"\N","50","1:21.014","191.255",11,"\N",2017,32,2017-10-29,"19:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Mexican Grand Prix","alonso","Spanish",1981-07-29,21,68547,11,16,"16",0,1,"+1 Lap","McLaren","vettel","Ferrari",20,1987-07-03,"German",0
23732,986,13,3,10,11,70,"\N","55","1:21.136","190.968",11,"\N",2017,32,2017-10-29,"19:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Mexican Grand Prix","massa","Brazilian",1981-04-25,20,68539,36,11,"11",0,1,"+1 Lap","Williams","vettel","Ferrari",20,1987-07-03,"German",0
23733,986,838,1,19,12,70,"\N","66","1:20.972","191.355",11,"\N",2017,32,2017-10-29,"19:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Mexican Grand Prix","vandoorne","Belgian",1992-03-26,28,68546,13,15,"15",0,1,"+1 Lap","McLaren","vettel","Ferrari",20,1987-07-03,"German",0
23734,986,842,5,20,13,70,"\N","70","1:20.859","191.622",11,"\N",2017,32,2017-10-29,"19:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Mexican Grand Prix","gasly","French",1996-02-07,30,68557,0,22,"22",0,1,"+1 Lap","Toro Rosso","vettel","Ferrari",20,1987-07-03,"German",0
23735,986,836,15,13,14,69,"\N","56","1:21.638","189.793",12,"\N",2017,32,2017-10-29,"19:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Mexican Grand Prix","wehrlein","German",1994-10-18,30,68554,5,18,"18",0,1,"+2 Laps","Sauber","vettel","Ferrari",20,1987-07-03,"German",0
23736,986,154,210,15,15,69,"\N","64","1:20.345","192.848",12,"\N",2017,32,2017-10-29,"19:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Mexican Grand Prix","grosjean","French",1986-04-17,20,68553,28,13,"13",0,2,"+2 Laps","Haas","vettel","Ferrari",20,1987-07-03,"German",0
23737,986,832,4,8,16,59,"\N","34","1:21.360","190.442",5,"\N",2017,32,2017-10-29,"19:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Mexican Grand Prix","sainz","Spanish",1994-09-01,17,68541,54,9,"9",0,2,"Engine","Renault","vettel","Ferrari",20,1987-07-03,"German",0
23738,986,828,15,12,17,55,"\N","54","1:21.686","189.682",5,"\N",2017,32,2017-10-29,"19:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Mexican Grand Prix","ericsson","Swedish",1990-09-02,20,68551,0,20,"20",0,1,"Engine","Sauber","vettel","Ferrari",20,1987-07-03,"German",0
23739,986,843,5,17,18,30,"\N","28","1:22.572","187.647",5,"\N",2017,32,2017-10-29,"19:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Mexican Grand Prix","brendon_hartley","New Zealander",1989-11-10,20,68558,0,23,"23",0,NA,"Engine","Toro Rosso","vettel","Ferrari",20,1987-07-03,"German",0
23740,986,807,4,7,19,24,"\N","18","1:21.691","189.670",10,"\N",2017,32,2017-10-29,"19:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Mexican Grand Prix","hulkenberg","German",1987-08-19,20,68544,34,12,"12",0,1,"Electrical","Renault","vettel","Ferrari",20,1987-07-03,"German",0
23741,986,817,9,16,20,5,"\N","4","1:22.789","187.155",5,"\N",2017,32,2017-10-29,"19:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Mexican Grand Prix","ricciardo","Australian",1989-07-01,20,68550,192,4,"4",1,NA,"Engine","Red Bull","vettel","Ferrari",20,1987-07-03,"German",0
23742,987,20,6,2,1,71,"5486262","63","1:12.539","213.849",1,"1:31:26.262",2017,18,2017-11-12,"16:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Brazilian Grand Prix","vettel","German",1987-07-03,17,68559,302,2,"2",5,4,"Finished","Ferrari","hamilton","Mercedes",1,1985-01-07,"British",0
23743,987,822,131,1,2,71,"5489024","58","1:12.466","214.064",1,"+2.762",2017,18,2017-11-12,"16:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Brazilian Grand Prix","bottas","Finnish",1989-08-28,30,68561,280,3,"3",2,4,"Finished","Mercedes","hamilton","Mercedes",1,1985-01-07,"British",0
23744,987,8,6,3,3,71,"5490862","61","1:12.492","213.987",1,"+4.600",2017,18,2017-11-12,"16:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Brazilian Grand Prix","raikkonen","Finnish",1979-10-17,20,68562,193,5,"5",0,4,"Finished","Ferrari","hamilton","Mercedes",1,1985-01-07,"British",0
23745,987,1,131,20,4,71,"5491730","63","1:11.845","215.914",1,"+5.468",2017,18,2017-11-12,"16:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Brazilian Grand Prix","hamilton","British",1985-01-07,20,68560,345,1,"1",9,4,"Finished","Mercedes","hamilton","Mercedes",1,1985-01-07,"British",1
23746,987,830,9,4,5,71,"5519202","64","1:11.044","218.349",1,"+32.940",2017,18,2017-11-12,"16:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Brazilian Grand Prix","max_verstappen","Dutch",1997-09-30,20,68563,158,6,"6",2,5,"Finished","Red Bull","hamilton","Mercedes",1,1985-01-07,"British",0
23747,987,817,9,14,6,71,"5534953","71","1:12.029","215.363",1,"+48.691",2017,18,2017-11-12,"16:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Brazilian Grand Prix","ricciardo","Australian",1989-07-01,21,68575,200,4,"4",1,4,"Finished","Red Bull","hamilton","Mercedes",1,1985-01-07,"British",0
23748,987,13,3,9,7,71,"5555144","60","1:13.452","211.190",1,"+1:08.882",2017,18,2017-11-12,"16:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Brazilian Grand Prix","massa","Brazilian",1981-04-25,20,68564,42,10,"10",0,4,"Finished","Williams","hamilton","Mercedes",1,1985-01-07,"British",0
23749,987,4,1,6,8,71,"5555625","57","1:13.451","211.193",1,"+1:09.363",2017,18,2017-11-12,"16:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Brazilian Grand Prix","alonso","Spanish",1981-07-29,28,68572,15,15,"15",0,4,"Finished","McLaren","hamilton","Mercedes",1,1985-01-07,"British",0
23750,987,815,10,5,9,71,"5555762","61","1:13.052","212.347",1,"+1:09.500",2017,18,2017-11-12,"16:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Brazilian Grand Prix","perez","Mexican",1990-01-26,36,68565,94,7,"7",0,4,"Finished","Force India","hamilton","Mercedes",1,1985-01-07,"British",0
23751,987,807,4,7,10,70,"\N","57","1:13.758","210.314",11,"\N",2017,18,2017-11-12,"16:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Brazilian Grand Prix","hulkenberg","German",1987-08-19,20,68569,35,12,"12",0,4,"+1 Lap","Renault","hamilton","Mercedes",1,1985-01-07,"British",0
23752,987,832,4,8,11,70,"\N","67","1:13.625","210.694",11,"\N",2017,18,2017-11-12,"16:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Brazilian Grand Prix","sainz","Spanish",1994-09-01,20,68566,54,9,"9",0,4,"+1 Lap","Renault","hamilton","Mercedes",1,1985-01-07,"British",0
23753,987,842,5,19,12,70,"\N","61","1:13.323","211.562",11,"\N",2017,18,2017-11-12,"16:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Brazilian Grand Prix","gasly","French",1996-02-07,20,68582,0,21,"21",0,4,"+1 Lap","Toro Rosso","hamilton","Mercedes",1,1985-01-07,"British",0
23754,987,828,15,17,13,70,"\N","70","1:13.666","210.577",11,"\N",2017,18,2017-11-12,"16:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Brazilian Grand Prix","ericsson","Swedish",1990-09-02,28,68576,0,20,"20",0,4,"+1 Lap","Sauber","hamilton","Mercedes",1,1985-01-07,"British",0
23755,987,836,15,15,14,70,"\N","60","1:14.812","207.351",11,"\N",2017,18,2017-11-12,"16:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Brazilian Grand Prix","wehrlein","German",1994-10-18,20,68579,5,18,"18",0,3,"+1 Lap","Sauber","hamilton","Mercedes",1,1985-01-07,"British",0
23756,987,154,210,11,15,69,"\N","66","1:13.532","210.961",12,"\N",2017,18,2017-11-12,"16:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Brazilian Grand Prix","grosjean","French",1986-04-17,20,68578,28,13,"13",0,4,"+2 Laps","Haas","hamilton","Mercedes",1,1985-01-07,"British",0
23757,987,840,3,16,16,69,"\N","69","1:11.862","215.863",12,"\N",2017,18,2017-11-12,"16:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Brazilian Grand Prix","stroll","Canadian",1998-10-29,38,68574,40,11,"11",0,5,"+2 Laps","Williams","hamilton","Mercedes",1,1985-01-07,"British",0
23758,987,843,5,18,17,40,"\N","29","1:14.658","207.779",5,"\N",2017,18,2017-11-12,"16:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Brazilian Grand Prix","brendon_hartley","New Zealander",1989-11-10,30,68583,0,23,"23",0,4,"Engine","Toro Rosso","hamilton","Mercedes",1,1985-01-07,"British",0
23759,987,839,10,10,18,0,"\N","\N","\N","\N",3,"\N",2017,18,2017-11-12,"16:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Brazilian Grand Prix","ocon","French",1996-09-17,28,68568,83,8,"8",0,NA,"Accident","Force India","hamilton","Mercedes",1,1985-01-07,"British",0
23760,987,838,1,12,19,0,"\N","\N","\N","\N",3,"\N",2017,18,2017-11-12,"16:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Brazilian Grand Prix","vandoorne","Belgian",1992-03-26,32,68571,13,16,"16",0,NA,"Accident","McLaren","hamilton","Mercedes",1,1985-01-07,"British",0
23761,987,825,210,13,20,0,"\N","\N","\N","\N",3,"\N",2017,18,2017-11-12,"16:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Brazilian Grand Prix","kevin_magnussen","Danish",1992-10-05,32,68573,19,14,"14",0,NA,"Accident","Haas","hamilton","Mercedes",1,1985-01-07,"British",0
23762,988,822,131,1,1,55,"5654062","52","1:40.650","198.652",1,"1:34:14.062",2017,24,2017-11-26,"13:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Abu Dhabi Grand Prix","bottas","Finnish",1989-08-28,20,68586,305,3,"3",3,1,"Finished","Mercedes","bottas","Mercedes",822,1989-08-28,"Finnish",1
23763,988,1,131,2,2,55,"5657961","51","1:41.473","197.041",1,"+3.899",2017,24,2017-11-26,"13:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Abu Dhabi Grand Prix","hamilton","British",1985-01-07,30,68585,363,1,"1",9,1,"Finished","Mercedes","bottas","Mercedes",822,1989-08-28,"Finnish",0
23764,988,20,6,3,3,55,"5673392","5","1:40.770","198.416",1,"+19.330",2017,24,2017-11-26,"13:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Abu Dhabi Grand Prix","vettel","German",1987-07-03,30,68584,317,2,"2",5,1,"Finished","Ferrari","bottas","Mercedes",822,1989-08-28,"Finnish",0
23765,988,8,6,5,4,55,"5699448","53","1:42.338","195.376",1,"+45.386",2017,24,2017-11-26,"13:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Abu Dhabi Grand Prix","raikkonen","Finnish",1979-10-17,28,68587,205,4,"4",0,1,"Finished","Ferrari","bottas","Mercedes",822,1989-08-28,"Finnish",0
23766,988,830,9,6,5,55,"5700331","43","1:42.028","195.969",1,"+46.269",2017,24,2017-11-26,"13:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Abu Dhabi Grand Prix","max_verstappen","Dutch",1997-09-30,32,68588,168,6,"6",2,1,"Finished","Red Bull","bottas","Mercedes",822,1989-08-28,"Finnish",0
23767,988,807,4,7,6,55,"5739775","53","1:42.376","195.303",1,"+1:25.713",2017,24,2017-11-26,"13:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Abu Dhabi Grand Prix","hulkenberg","German",1987-08-19,20,68594,43,10,"10",0,1,"Finished","Renault","bottas","Mercedes",822,1989-08-28,"Finnish",0
23768,988,815,10,8,7,55,"5746124","52","1:42.689","194.708",1,"+1:32.062",2017,24,2017-11-26,"13:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Abu Dhabi Grand Prix","perez","Mexican",1990-01-26,28,68590,100,7,"7",0,1,"Finished","Force India","bottas","Mercedes",822,1989-08-28,"Finnish",0
23769,988,839,10,9,8,55,"5752973","47","1:42.609","194.860",1,"+1:38.911",2017,24,2017-11-26,"13:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Abu Dhabi Grand Prix","ocon","French",1996-09-17,21,68593,87,8,"8",0,1,"Finished","Force India","bottas","Mercedes",822,1989-08-28,"Finnish",0
23770,988,4,1,11,9,54,"\N","26","1:43.378","193.410",11,"\N",2017,24,2017-11-26,"13:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Abu Dhabi Grand Prix","alonso","Spanish",1981-07-29,36,68597,17,15,"15",0,1,"+1 Lap","McLaren","bottas","Mercedes",822,1989-08-28,"Finnish",0
23771,988,13,3,10,10,54,"\N","45","1:43.026","194.071",11,"\N",2017,24,2017-11-26,"13:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Abu Dhabi Grand Prix","massa","Brazilian",1981-04-25,28,68589,43,11,"11",0,1,"+1 Lap","Williams","bottas","Mercedes",822,1989-08-28,"Finnish",0
23772,988,154,210,16,11,54,"\N","51","1:42.437","195.187",11,"\N",2017,24,2017-11-26,"13:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Abu Dhabi Grand Prix","grosjean","French",1986-04-17,32,68603,28,13,"13",0,1,"+1 Lap","Haas","bottas","Mercedes",822,1989-08-28,"Finnish",0
23773,988,838,1,13,12,54,"\N","50","1:43.986","192.279",11,"\N",2017,24,2017-11-26,"13:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Abu Dhabi Grand Prix","vandoorne","Belgian",1992-03-26,30,68596,13,16,"16",0,1,"+1 Lap","McLaren","bottas","Mercedes",822,1989-08-28,"Finnish",0
23774,988,825,210,14,13,54,"\N","50","1:43.928","192.387",11,"\N",2017,24,2017-11-26,"13:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Abu Dhabi Grand Prix","kevin_magnussen","Danish",1992-10-05,20,68598,19,14,"14",0,1,"+1 Lap","Haas","bottas","Mercedes",822,1989-08-28,"Finnish",0
